Timestamp,Milliseconds,X,Y,Z
2019-11-02 21:19:36,1,0.33792114,-0.9385834,0.070999146
2019-11-02 21:19:36,11,0.23139954,-0.97906494,0.09124756
2019-11-02 21:19:36,22,0.12911987,-0.437912,-0.08985901
2019-11-02 21:19:36,31,0.15255737,-0.16520691,-0.13034058
2019-11-02 21:19:36,41,0.32406616,0.3557129,-0.0973053
2019-11-02 21:19:36,51,0.4337921,0.41856384,-0.03552246
2019-11-02 21:19:36,61,0.4561615,0.39405823,-0.009963989
2019-11-02 21:19:36,71,0.32087708,0.15330505,-0.038726807
2019-11-02 21:19:36,83,0.21008301,0.026535034,-0.07814026
2019-11-02 21:19:36,91,0.13871765,0.011627197,-0.09623718
2019-11-02 21:19:36,102,0.12911987,0.06489563,-0.08665466
2019-11-02 21:19:36,111,0.256958,-0.00541687,-0.055770874
2019-11-02 21:19:36,121,0.46894836,-0.22059631,-0.044052124
2019-11-02 21:19:36,131,0.6372528,-0.42407227,-0.05895996
2019-11-02 21:19:36,142,0.8460541,-0.57958984,-0.16442871
2019-11-02 21:19:36,151,0.8364563,-0.45176697,-0.3487091
2019-11-02 21:19:36,162,0.7288666,-0.24084473,-0.5447235
2019-11-02 21:19:36,171,0.4881134,-0.072525024,-0.90904236
2019-11-02 21:19:36,182,0.31661987,-0.31221008,-1.2169037
2019-11-02 21:19:36,191,0.31448364,-0.5540314,-1.3234253
2019-11-02 21:19:36,201,0.41567993,-0.83206177,-1.3628387
2019-11-02 21:19:36,211,0.5254059,-1.0248718,-1.2861481
2019-11-02 21:19:36,221,0.5488434,-1.0856018,-1.1689606
2019-11-02 21:19:36,232,0.3453827,-1.1867981,-1.0773468
2019-11-02 21:19:36,241,0.074798584,-1.1175537,-1.0315399
2019-11-02 21:19:36,254,-0.32681274,-1.0962524,-0.570282
2019-11-02 21:19:36,262,-0.45889282,-0.97587585,0.48965454
2019-11-02 21:19:36,271,-0.34918213,-0.4389801,1.1565094
2019-11-02 21:19:36,281,-0.09564209,0.009490967,1.2214813
2019-11-02 21:19:36,291,0.42207336,0.55384827,1.2534485
2019-11-02 21:19:36,301,0.6564331,0.9405365,1.2864685
2019-11-02 21:19:36,313,0.6596222,1.1280212,1.372757
2019-11-02 21:19:36,321,0.350708,0.8979187,1.4398651
2019-11-02 21:19:36,332,-0.09564209,0.48460388,1.3226929
2019-11-02 21:19:36,341,-0.2447815,0.2896576,1.054245
